"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.034311952E1,-7.661445439E-2,4.309562966E-2,9.880870819E0,9.881261820E0
1.034812222E1,-8.858546615E-2,5.267243832E-2,9.890447617E0,9.890984573E0
1.035312684E1,-8.140286058E-2,5.027823523E-2,9.900024414E0,9.900486742E0
1.035813146E1,-9.097966552E-2,6.464344263E-2,9.890447617E0,9.891077299E0
1.036310846E1,-7.661445439E-2,4.788403213E-2,9.892841339E0,9.893253884E0
1.036811177E1,-8.379705995E-2,4.070143029E-2,9.883264542E0,9.883703585E0
1.037311670E1,-8.140286058E-2,5.506663769E-2,9.897629738E0,9.898117659E0
1.037812101E1,-8.140286058E-2,5.506663769E-2,9.895236015E0,9.895724054E0
1.038312878E1,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
1.038813178E1,-7.900865376E-2,3.591302410E-2,9.892841339E0,9.893222017E0
1.039310502E1,-9.097966552E-2,5.267243832E-2,9.892841339E0,9.893399893E0
1.039811056E1,-8.140286058E-2,5.746084079E-2,9.883264542E0,9.883766801E0
1.040311702E1,-7.661445439E-2,3.830722719E-2,9.888052940E0,9.888423948E0
1.040812041E1,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
1.041312542E1,-7.182604820E-2,4.309562966E-2,9.890447617E0,9.890802307E0
1.041813088E1,-7.422025502E-2,6.464344263E-2,9.878476143E0,9.878966460E0
1.042310596E1,-8.858546615E-2,4.548983276E-2,9.888052940E0,9.888554377E0
1.042810943E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.043311343E1,-8.140286058E-2,6.224924326E-2,9.890447617E0,9.890978488E0
1.043811897E1,-7.182604820E-2,5.027823523E-2,9.878476143E0,9.878865207E0
1.044312505E1,-8.140286058E-2,4.548983276E-2,9.885659218E0,9.886099024E0
1.044812975E1,-8.140286058E-2,4.548983276E-2,9.883264542E0,9.883704455E0
1.045313367E1,-8.379705995E-2,4.548983276E-2,9.883264542E0,9.883724464E0
1.045810698E1,-7.422025502E-2,4.309562966E-2,9.883264542E0,9.883637179E0
1.046311553E1,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
1.046811807E1,-8.619125932E-2,4.070143029E-2,9.895236015E0,9.895695091E0
1.047312169E1,-8.858546615E-2,5.267243832E-2,9.878476143E0,9.879013750E0
1.047812692E1,-6.703764945E-2,5.746084079E-2,9.880870819E0,9.881265300E0
1.048313377E1,-9.097966552E-2,5.027823523E-2,9.888052940E0,9.888599302E0
1.048810639E1,-7.900865376E-2,5.027823523E-2,9.890447617E0,9.890890977E0
1.049311132E1,-7.661445439E-2,4.788403213E-2,9.880870819E0,9.881283864E0
1.049811616E1,-7.900865376E-2,4.309562966E-2,9.902418137E0,9.902827099E0
1.050312448E1,-7.900865376E-2,5.506663769E-2,9.880870819E0,9.881340134E0
1.050812671E1,-7.661445439E-2,5.027823523E-2,9.897629738E0,9.898053955E0
1.051313094E1,-9.097966552E-2,5.027823523E-2,9.883264542E0,9.883811168E0
1.051810426E1,-8.379705995E-2,5.506663769E-2,9.895236015E0,9.895744039E0
1.052311287E1,-8.140286058E-2,4.309562966E-2,9.892841339E0,9.893270107E0
1.052811557E1,-8.140286058E-2,4.309562966E-2,9.895236015E0,9.895664680E0
1.053312050E1,-8.379705995E-2,5.506663769E-2,9.890447617E0,9.890955886E0
1.053812573E1,-7.900865376E-2,4.309562966E-2,9.883264542E0,9.883674297E0
1.054313258E1,-9.337386489E-2,5.506663769E-2,9.890447617E0,9.891041657E0
1.054810428E1,-7.900865376E-2,5.267243832E-2,9.895236015E0,9.895691616E0
1.055310943E1,-7.661445439E-2,5.267243832E-2,9.883264542E0,9.883701845E0
1.055811474E1,-8.858546615E-2,5.267243832E-2,9.890447617E0,9.890984573E0
1.056312052E1,-9.097966552E-2,4.548983276E-2,9.883264542E0,9.883787969E0
1.056812337E1,-8.379705995E-2,4.070143029E-2,9.888052940E0,9.888491771E0
1.057312922E1,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.057813345E1,-8.140286058E-2,4.309562966E-2,9.895236015E0,9.895664680E0
1.058310976E1,-7.900865376E-2,5.267243832E-2,9.895236015E0,9.895691616E0
1.058811415E1,-7.661445439E-2,4.548983276E-2,9.883264542E0,9.883666177E0
1.059311815E1,-7.661445439E-2,5.027823523E-2,9.888052940E0,9.888477569E0
1.059812238E1,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
1.060313100E1,-7.900865376E-2,5.267243832E-2,9.888052940E0,9.888508872E0
1.060813408E1,-8.379705995E-2,4.070143029E-2,9.888052940E0,9.888491771E0
1.061310678E1,-7.900865376E-2,4.548983276E-2,9.890447617E0,9.890867796E0
1.061811232E1,-7.900865376E-2,3.830722719E-2,9.888052940E0,9.888442788E0
1.062311909E1,-8.858546615E-2,5.506663769E-2,9.888052940E0,9.888603070E0
1.062812241E1,-8.140286058E-2,5.027823523E-2,9.878476143E0,9.878939479E0
1.063312587E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.063813080E1,-8.619125932E-2,5.027823523E-2,9.871294022E0,9.871798341E0
1.064310742E1,-8.140286058E-2,4.309562966E-2,9.890447617E0,9.890876489E0
1.064811042E1,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
1.065311504E1,-8.379705995E-2,5.506663769E-2,9.880870819E0,9.881379581E0
1.065812096E1,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
1.066312835E1,-8.140286058E-2,4.788403213E-2,9.885659218E0,9.886110331E0
1.066813112E1,-7.661445439E-2,4.548983276E-2,9.885659218E0,9.886060756E0
1.067310459E1,-7.900865376E-2,4.788403213E-2,9.897629738E0,9.898060905E0
1.067810990E1,-8.140286058E-2,5.267243832E-2,9.892841339E0,9.893316460E0
1.068311690E1,-7.900865376E-2,5.267243832E-2,9.897629738E0,9.898085228E0
1.068811975E1,-7.900865376E-2,4.788403213E-2,9.883264542E0,9.883696335E0
1.069312406E1,-7.422025502E-2,5.267243832E-2,9.885659218E0,9.886078151E0
1.069812899E1,-8.140286058E-2,4.309562966E-2,9.883264542E0,9.883693725E0
1.070313538E1,-8.379705995E-2,5.267243832E-2,9.902418137E0,9.902912768E0
1.070810777E1,-8.619125932E-2,4.070143029E-2,9.883264542E0,9.883724174E0
1.071311169E1,-8.619125932E-2,4.070143029E-2,9.890447617E0,9.890906915E0
1.071811762E1,-8.858546615E-2,5.746084079E-2,9.883264542E0,9.883828567E0
1.072312470E1,-8.619125932E-2,5.746084079E-2,9.885659218E0,9.886201943E0
1.072812809E1,-8.140286058E-2,4.070143029E-2,9.878476143E0,9.878895380E0
1.073313294E1,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
1.073810686E1,-8.140286058E-2,4.548983276E-2,9.883264542E0,9.883704455E0
1.074311479E1,-7.422025502E-2,4.548983276E-2,9.890447617E0,9.890830705E0
1.074811672E1,-8.140286058E-2,5.027823523E-2,9.897629738E0,9.898092178E0
1.075312041E1,-7.661445439E-2,5.027823523E-2,9.890447617E0,9.890872142E0
1.075812718E1,-7.900865376E-2,5.027823523E-2,9.888052940E0,9.888496408E0
1.076313357E1,-7.422025502E-2,5.267243832E-2,9.885659218E0,9.886078151E0
1.076810465E1,-8.140286058E-2,4.788403213E-2,9.890447617E0,9.890898511E0
1.077310996E1,-8.858546615E-2,5.267243832E-2,9.902418137E0,9.902954444E0
1.077811635E1,-8.619125932E-2,5.985504389E-2,9.888052940E0,9.888609736E0
1.078312343E1,-8.619125932E-2,4.788403213E-2,9.888052940E0,9.888544522E0
1.078812620E1,-8.140286058E-2,5.267243832E-2,9.890447617E0,9.890922852E0
1.079313144E1,-7.661445439E-2,6.224924326E-2,9.892841339E0,9.893333842E0
1.079810444E1,-8.379705995E-2,4.788403213E-2,9.892841339E0,9.893312114E0
1.080311237E1,-7.422025502E-2,5.267243832E-2,9.878476143E0,9.878895380E0
1.080811460E1,-7.661445439E-2,4.788403213E-2,9.890447617E0,9.890860261E0
1.081311914E1,-9.576806426E-2,4.309562966E-2,9.885659218E0,9.886217018E0
1.081812407E1,-8.619125932E-2,5.267243832E-2,9.892841339E0,9.893357018E0
1.082313153E1,-8.379705995E-2,5.746084079E-2,9.883264542E0,9.883786809E0
1.082810408E1,-7.661445439E-2,4.788403213E-2,9.880870819E0,9.881283864E0
1.083310839E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.083811300E1,-7.900865376E-2,4.309562966E-2,9.883264542E0,9.883674297E0
1.084311924E1,-8.140286058E-2,4.788403213E-2,9.888052940E0,9.888503944E0
1.084812224E1,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
1.085312748E1,-8.858546615E-2,5.267243832E-2,9.885659218E0,9.886196435E0
1.085813094E1,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
1.086310871E1,-8.379705995E-2,5.027823523E-2,9.890447617E0,9.890930386E0
1.086811210E1,-8.140286058E-2,6.464344263E-2,9.895236015E0,9.895781980E0
1.087311611E1,-8.858546615E-2,5.267243832E-2,9.880870819E0,9.881408296E0
1.087812196E1,-7.900865376E-2,5.985504389E-2,9.885659218E0,9.886156137E0
1.088312727E1,-8.140286058E-2,5.746084079E-2,9.885659218E0,9.886161355E0
1.088813127E1,-7.661445439E-2,5.506663769E-2,9.878476143E0,9.878926714E0
1.089310543E1,-8.140286058E-2,4.788403213E-2,9.892841339E0,9.893292125E0
1.089811028E1,-8.379705995E-2,5.027823523E-2,9.888052940E0,9.888535827E0
1.090311805E1,-7.422025502E-2,4.788403213E-2,9.897629738E0,9.898023841E0
1.090812051E1,-9.337386489E-2,4.548983276E-2,9.878476143E0,9.879022164E0
1.091312444E1,-7.182604820E-2,4.309562966E-2,9.890447617E0,9.890802307E0
1.091813067E1,-7.661445439E-2,5.746084079E-2,9.883264542E0,9.883728523E0
1.092310637E1,-8.140286058E-2,5.746084079E-2,9.883264542E0,9.883766801E0
1.092811037E1,-8.619125932E-2,5.267243832E-2,9.888052940E0,9.888568869E0
1.093311461E1,-7.422025502E-2,5.506663769E-2,9.885659218E0,9.886091197E0
1.093811953E1,-8.619125932E-2,5.985504389E-2,9.890447617E0,9.891004277E0
1.094312569E1,-7.422025502E-2,5.985504389E-2,9.895236015E0,9.895695381E0
1.094813031E1,-9.097966552E-2,5.267243832E-2,9.885659218E0,9.886218178E0
1.095313408E1,-7.422025502E-2,5.985504389E-2,9.895236015E0,9.895695381E0
1.095810793E1,-7.900865376E-2,5.267243832E-2,9.883264542E0,9.883720694E0
1.096311470E1,-7.900865376E-2,5.746084079E-2,9.890447617E0,9.890930096E0
1.096811778E1,-8.379705995E-2,4.788403213E-2,9.890447617E0,9.890918506E0
1.097312325E1,-7.422025502E-2,4.309562966E-2,9.890447617E0,9.890819983E0
1.097812918E1,-7.182604820E-2,5.506663769E-2,9.890447617E0,9.890861710E0
1.098313441E1,-7.661445439E-2,4.788403213E-2,9.885659218E0,9.886072063E0
1.098810787E1,-7.661445439E-2,4.309562966E-2,9.888052940E0,9.888443657E0
1.099311065E1,-7.182604820E-2,4.788403213E-2,9.885659218E0,9.886036113E0
1.099811688E1,-8.379705995E-2,5.506663769E-2,9.885659218E0,9.886167733E0
1.100312296E1,-8.140286058E-2,4.309562966E-2,9.895236015E0,9.895664680E0
1.100812666E1,-8.140286058E-2,4.788403213E-2,9.892841339E0,9.893292125E0
1.101313197E1,-8.858546615E-2,4.548983276E-2,9.892841339E0,9.893342533E0
1.101810574E1,-7.900865376E-2,4.548983276E-2,9.888052940E0,9.888473221E0
1.102311197E1,-7.422025502E-2,4.788403213E-2,9.883264542E0,9.883659217E0
1.102811628E1,-7.661445439E-2,5.985504389E-2,9.888052940E0,9.888530900E0
1.103312052E1,-7.900865376E-2,4.548983276E-2,9.883264542E0,9.883685026E0
1.103812645E1,-7.661445439E-2,5.027823523E-2,9.885659218E0,9.886083949E0
1.104313352E1,-8.858546615E-2,5.027823523E-2,9.883264542E0,9.883789419E0
1.104810453E1,-8.140286058E-2,5.267243832E-2,9.888052940E0,9.888528291E0
1.105311038E1,-8.140286058E-2,5.746084079E-2,9.876082420E0,9.876585045E0
1.105811407E1,-7.900865376E-2,5.746084079E-2,9.885659218E0,9.886141931E0
1.106312023E1,-8.619125932E-2,4.070143029E-2,9.883264542E0,9.883724174E0
1.106812331E1,-6.703764945E-2,5.267243832E-2,9.892841339E0,9.893208690E0
1.107312924E1,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
1.107813439E1,-8.858546615E-2,4.309562966E-2,9.883264542E0,9.883755492E0
1.108310948E1,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
1.108811286E1,-8.140286058E-2,5.746084079E-2,9.885659218E0,9.886161355E0
1.109311817E1,-8.140286058E-2,4.548983276E-2,9.892841339E0,9.893280826E0
1.109812210E1,-8.858546615E-2,4.788403213E-2,9.883264542E0,9.883777530E0
1.110313010E1,-7.661445439E-2,5.267243832E-2,9.888052940E0,9.888490032E0
1.110813480E1,-8.379705995E-2,3.591302410E-2,9.880870819E0,9.881291405E0
1.111310826E1,-8.140286058E-2,5.746084079E-2,9.892841339E0,9.893343112E0
1.111811196E1,-7.661445439E-2,5.267243832E-2,9.897629738E0,9.898066407E0
1.112311966E1,-7.900865376E-2,5.027823523E-2,9.885659218E0,9.886102793E0
1.112812220E1,-8.140286058E-2,5.506663769E-2,9.897629738E0,9.898117659E0
1.113312674E1,-7.900865376E-2,5.985504389E-2,9.888052940E0,9.888549739E0
1.113813051E1,-8.619125932E-2,5.746084079E-2,9.880870819E0,9.881413807E0
1.114310705E1,-7.900865376E-2,4.788403213E-2,9.880870819E0,9.881302717E0
1.114811136E1,-8.379705995E-2,5.746084079E-2,9.892841339E0,9.893363101E0
1.115311537E1,-7.422025502E-2,5.267243832E-2,9.878476143E0,9.878895380E0
1.115811968E1,-7.422025502E-2,5.027823523E-2,9.897629738E0,9.898035713E0
1.116312684E1,-9.337386489E-2,5.267243832E-2,9.888052940E0,9.888634082E0
1.116813022E1,-7.900865376E-2,5.506663769E-2,9.885659218E0,9.886128306E0
1.117310530E1,-8.858546615E-2,4.788403213E-2,9.883264542E0,9.883777530E0
1.117810923E1,-8.619125932E-2,5.027823523E-2,9.878476143E0,9.878980096E0
1.118311608E1,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
1.118811916E1,-7.661445439E-2,4.548983276E-2,9.895236015E0,9.895637165E0
1.119312439E1,-8.379705995E-2,5.746084079E-2,9.890447617E0,9.890969505E0
1.119812870E1,-7.661445439E-2,4.788403213E-2,9.878476143E0,9.878889288E0
1.120313663E1,-8.379705995E-2,4.070143029E-2,9.888052940E0,9.888491771E0
1.120810740E1,-8.619125932E-2,4.788403213E-2,9.900024414E0,9.900515401E0
1.121311271E1,-7.900865376E-2,5.746084079E-2,9.897629738E0,9.898111868E0
1.121811856E1,-8.140286058E-2,6.224924326E-2,9.892841339E0,9.893372082E0
1.122312411E1,-7.900865376E-2,4.788403213E-2,9.880870819E0,9.881302717E0
1.122812749E1,-7.422025502E-2,5.027823523E-2,9.888052940E0,9.888459309E0
1.123313242E1,-7.900865376E-2,5.506663769E-2,9.883264542E0,9.883733743E0
1.123810681E1,-8.379705995E-2,5.506663769E-2,9.878476143E0,9.878985028E0
1.124311520E1,-7.661445439E-2,4.788403213E-2,9.876082420E0,9.876495665E0
1.124811789E1,-8.140286058E-2,5.506663769E-2,9.880870819E0,9.881359568E0
1.125312228E1,-7.900865376E-2,5.267243832E-2,9.885659218E0,9.886115260E0
1.125812651E1,-7.661445439E-2,5.506663769E-2,9.880870819E0,9.881321281E0
1.126313452E1,-8.379705995E-2,4.548983276E-2,9.880870819E0,9.881330852E0
1.126810621E1,-8.858546615E-2,5.027823523E-2,9.880870819E0,9.881395824E0
1.127311122E1,-8.379705995E-2,5.985504389E-2,9.892841339E0,9.893377297E0
1.127811553E1,-6.943184882E-2,4.070143029E-2,9.888052940E0,9.888380471E0
1.128312230E1,-7.661445439E-2,4.788403213E-2,9.885659218E0,9.886072063E0
1.128812715E1,-8.140286058E-2,4.788403213E-2,9.890447617E0,9.890898511E0
1.129313031E1,-7.182604820E-2,5.027823523E-2,9.888052940E0,9.888441628E0
1.129813546E1,-7.661445439E-2,4.070143029E-2,9.890447617E0,9.890828097E0
1.130311270E1,-7.661445439E-2,5.267243832E-2,9.883264542E0,9.883701845E0
1.130811485E1,-7.900865376E-2,5.746084079E-2,9.888052940E0,9.888535537E0
1.131311955E1,-7.661445439E-2,4.548983276E-2,9.897629738E0,9.898030790E0
1.131812317E1,-7.661445439E-2,5.746084079E-2,9.890447617E0,9.890911261E0
1.132313302E1,-8.140286058E-2,4.309562966E-2,9.885659218E0,9.886088298E0
1.132810325E1,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
1.133311033E1,-7.900865376E-2,5.027823523E-2,9.880870819E0,9.881314609E0
1.133811303E1,-8.858546615E-2,5.985504389E-2,9.888052940E0,9.888630894E0
1.134312018E1,-8.140286058E-2,5.506663769E-2,9.883264542E0,9.883753172E0
1.134812380E1,-8.379705995E-2,5.267243832E-2,9.888052940E0,9.888548290E0
1.135312842E1,-7.661445439E-2,5.027823523E-2,9.890447617E0,9.890872142E0
1.135813250E1,-8.140286058E-2,4.788403213E-2,9.878476143E0,9.878927584E0
1.136310820E1,-8.140286058E-2,5.506663769E-2,9.890447617E0,9.890935892E0
1.136811343E1,-7.422025502E-2,5.027823523E-2,9.890447617E0,9.890853886E0
1.137311705E1,-7.661445439E-2,5.267243832E-2,9.876082420E0,9.876520042E0
1.137812236E1,-8.619125932E-2,5.027823523E-2,9.878476143E0,9.878980096E0
1.138312875E1,-7.661445439E-2,5.027823523E-2,9.880870819E0,9.881295756E0
1.138813152E1,-6.943184882E-2,3.830722719E-2,9.895236015E0,9.895553750E0
1.139310537E1,-8.619125932E-2,5.985504389E-2,9.895236015E0,9.895792407E0
1.139811068E1,-8.379705995E-2,5.027823523E-2,9.883264542E0,9.883747662E0
1.140311830E1,-8.619125932E-2,3.830722719E-2,9.890447617E0,9.890897352E0
1.140812107E1,-7.900865376E-2,5.027823523E-2,9.883264542E0,9.883708225E0
1.141312662E1,-8.140286058E-2,5.267243832E-2,9.888052940E0,9.888528291E0
1.141813162E1,-8.858546615E-2,5.985504389E-2,9.880870819E0,9.881449193E0
1.142310762E1,-7.422025502E-2,5.267243832E-2,9.888052940E0,9.888471772E0
1.142811040E1,-9.097966552E-2,5.027823523E-2,9.883264542E0,9.883811168E0
1.143311432E1,-7.661445439E-2,4.309562966E-2,9.878476143E0,9.878867238E0
1.143811863E1,-8.858546615E-2,5.506663769E-2,9.895236015E0,9.895785745E0
1.144312610E1,-8.379705995E-2,6.464344263E-2,9.890447617E0,9.891013840E0
1.144812979E1,-8.619125932E-2,5.027823523E-2,9.902418137E0,9.902920871E0
1.145313380E1,-8.619125932E-2,4.309562966E-2,9.895236015E0,9.895705228E0
1.145810734E1,-7.900865376E-2,4.548983276E-2,9.890447617E0,9.890867796E0
1.146311557E1,-8.140286058E-2,5.985504389E-2,9.888052940E0,9.888569159E0
1.146811834E1,-6.943184882E-2,5.267243832E-2,9.888052940E0,9.888436991E0
1.147312304E1,-6.464344263E-2,5.746084079E-2,9.895236015E0,9.895613994E0
1.147812697E1,-7.422025502E-2,5.506663769E-2,9.892841339E0,9.893273005E0
1.148313528E1,-8.379705995E-2,4.788403213E-2,9.892841339E0,9.893312114E0
1.148810759E1,-8.379705995E-2,4.548983276E-2,9.888052940E0,9.888512640E0
1.149311167E1,-7.661445439E-2,5.267243832E-2,9.880870819E0,9.881308228E0
1.149811806E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.150312460E1,-7.900865376E-2,4.070143029E-2,9.883264542E0,9.883664147E0
1.150812737E1,-7.661445439E-2,5.027823523E-2,9.888052940E0,9.888477569E0
1.151313160E1,-7.900865376E-2,4.548983276E-2,9.888052940E0,9.888473221E0
1.151810645E1,-7.661445439E-2,5.746084079E-2,9.895236015E0,9.895699436E0
1.152311353E1,-8.619125932E-2,5.027823523E-2,9.888052940E0,9.888556406E0
1.152811600E1,-8.140286058E-2,4.548983276E-2,9.880870819E0,9.881310839E0
1.153312154E1,-8.379705995E-2,4.788403213E-2,9.885659218E0,9.886130335E0
1.153812516E1,-7.422025502E-2,5.267243832E-2,9.883264542E0,9.883683576E0
1.154313324E1,-8.379705995E-2,5.267243832E-2,9.895236015E0,9.895731005E0
1.154810524E1,-7.900865376E-2,5.746084079E-2,9.878476143E0,9.878959207E0
1.155310894E1,-9.576806426E-2,5.506663769E-2,9.878476143E0,9.879093823E0
1.155811356E1,-9.337386489E-2,4.309562966E-2,9.890447617E0,9.890982255E0
1.156312187E1,-8.379705995E-2,5.506663769E-2,9.897629738E0,9.898137638E0
1.156812526E1,-8.858546615E-2,5.267243832E-2,9.888052940E0,9.888590027E0
1.157312949E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.157813480E1,-8.140286058E-2,4.309562966E-2,9.883264542E0,9.883693725E0
1.158311111E1,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.158811412E1,-7.900865376E-2,4.788403213E-2,9.880870819E0,9.881302717E0
1.159311943E1,-7.182604820E-2,5.746084079E-2,9.890447617E0,9.890875330E0
1.159812220E1,-8.140286058E-2,5.267243832E-2,9.890447617E0,9.890922852E0
1.160312990E1,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
1.160813351E1,-7.661445439E-2,4.548983276E-2,9.885659218E0,9.886060756E0
1.161310736E1,-7.661445439E-2,4.309562966E-2,9.895236015E0,9.895626448E0
1.161811206E1,-7.900865376E-2,5.985504389E-2,9.888052940E0,9.888549739E0
1.162311914E1,-7.900865376E-2,5.027823523E-2,9.885659218E0,9.886102793E0
1.162812306E1,-7.661445439E-2,4.548983276E-2,9.888052940E0,9.888454381E0
1.163312738E1,-8.858546615E-2,4.788403213E-2,9.895236015E0,9.895748383E0
1.163813176E1,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
1.164310869E1,-7.900865376E-2,4.788403213E-2,9.885659218E0,9.886090907E0
1.164811169E1,-7.422025502E-2,5.267243832E-2,9.883264542E0,9.883683576E0
1.165311608E1,-7.422025502E-2,4.309562966E-2,9.890447617E0,9.890819983E0
1.165812101E1,-8.140286058E-2,5.027823523E-2,9.900024414E0,9.900486742E0
1.166312924E1,-8.379705995E-2,4.309562966E-2,9.890447617E0,9.890896483E0
1.166813140E1,-8.379705995E-2,5.506663769E-2,9.888052940E0,9.888561333E0
1.167313633E1,-7.661445439E-2,5.985504389E-2,9.880870819E0,9.881349126E0
1.167810987E1,-8.140286058E-2,4.788403213E-2,9.888052940E0,9.888503944E0
1.168311787E1,-7.422025502E-2,4.788403213E-2,9.890447617E0,9.890842006E0
1.168812034E1,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
1.169312465E1,-8.379705995E-2,4.548983276E-2,9.883264542E0,9.883724464E0
1.169812904E1,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
1.170313758E1,-7.661445439E-2,4.309562966E-2,9.883264542E0,9.883655448E0
1.170810866E1,-8.858546615E-2,5.027823523E-2,9.892841339E0,9.893365709E0
1.171311328E1,-7.422025502E-2,5.027823523E-2,9.876082420E0,9.876489281E0
1.171811766E1,-8.140286058E-2,5.027823523E-2,9.892841339E0,9.893304003E0
1.172312590E1,-8.140286058E-2,5.506663769E-2,9.892841339E0,9.893329496E0
1.172812844E1,-8.379705995E-2,5.267243832E-2,9.895236015E0,9.895731005E0
1.173313398E1,-7.422025502E-2,5.267243832E-2,9.895236015E0,9.895654543E0
1.173810745E1,-8.619125932E-2,4.070143029E-2,9.883264542E0,9.883724174E0
1.174311699E1,-8.140286058E-2,5.506663769E-2,9.895236015E0,9.895724054E0
1.174811822E1,-7.422025502E-2,5.506663769E-2,9.883264542E0,9.883696625E0
1.175312161E1,-6.943184882E-2,4.788403213E-2,9.883264542E0,9.883624419E0
1.175812654E1,-7.422025502E-2,4.309562966E-2,9.876082420E0,9.876455328E0
1.176313339E1,-8.379705995E-2,5.267243832E-2,9.895236015E0,9.895731005E0
1.176810570E1,-8.619125932E-2,5.267243832E-2,9.892841339E0,9.893357018E0
1.177311093E1,-8.140286058E-2,4.788403213E-2,9.880870819E0,9.881322151E0
1.177811640E1,-7.661445439E-2,5.027823523E-2,9.880870819E0,9.881295756E0
1.178312255E1,-8.379705995E-2,4.548983276E-2,9.892841339E0,9.893300816E0
1.178812625E1,-8.140286058E-2,5.985504389E-2,9.880870819E0,9.881387412E0
1.179313025E1,-7.661445439E-2,4.548983276E-2,9.880870819E0,9.881272552E0
1.179813495E1,-7.900865376E-2,5.267243832E-2,9.885659218E0,9.886115260E0
1.180311157E1,-8.140286058E-2,4.788403213E-2,9.895236015E0,9.895686692E0
1.180811488E1,-7.661445439E-2,5.027823523E-2,9.892841339E0,9.893265762E0
1.181312019E1,-7.661445439E-2,5.027823523E-2,9.888052940E0,9.888477569E0
1.181812388E1,-7.900865376E-2,4.788403213E-2,9.892841339E0,9.893272715E0
1.182313281E1,-8.379705995E-2,4.788403213E-2,9.890447617E0,9.890918506E0
1.182810512E1,-8.379705995E-2,4.788403213E-2,9.888052940E0,9.888523943E0
1.183310997E1,-7.661445439E-2,5.746084079E-2,9.880870819E0,9.881334913E0
1.183811336E1,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
1.184311982E1,-8.619125932E-2,4.548983276E-2,9.895236015E0,9.895715945E0
1.184812360E1,-8.619125932E-2,4.548983276E-2,9.888052940E0,9.888533218E0
1.185312937E1,-8.379705995E-2,5.506663769E-2,9.888052940E0,9.888561333E0
1.185813337E1,-7.900865376E-2,4.788403213E-2,9.883264542E0,9.883696335E0
1.186311061E1,-9.337386489E-2,4.548983276E-2,9.885659218E0,9.886204842E0
1.186811161E1,-6.943184882E-2,5.027823523E-2,9.885659218E0,9.886030895E0
1.187311654E1,-7.661445439E-2,5.506663769E-2,9.883264542E0,9.883714894E0
1.187812231E1,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.188312885E1,-7.422025502E-2,5.027823523E-2,9.885659218E0,9.886065685E0
1.188813285E1,-8.140286058E-2,4.548983276E-2,9.878476143E0,9.878916269E0
1.189310601E1,-7.661445439E-2,5.746084079E-2,9.892841339E0,9.893304872E0
1.189811094E1,-8.140286058E-2,4.548983276E-2,9.880870819E0,9.881310839E0
1.190311779E1,-8.858546615E-2,5.506663769E-2,9.880870819E0,9.881421348E0
1.190812141E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.191312664E1,-8.379705995E-2,4.070143029E-2,9.890447617E0,9.890886341E0
1.191813103E1,-8.140286058E-2,4.788403213E-2,9.892841339E0,9.893292125E0
1.192310788E1,-8.140286058E-2,4.548983276E-2,9.888052940E0,9.888492641E0
1.192810980E1,-7.900865376E-2,5.267243832E-2,9.880870819E0,9.881327082E0
1.193311381E1,-7.422025502E-2,5.267243832E-2,9.880870819E0,9.881289955E0
1.193811958E1,-7.422025502E-2,5.746084079E-2,9.892841339E0,9.893286620E0
1.194312797E1,-8.140286058E-2,5.985504389E-2,9.890447617E0,9.890963710E0
1.194813012E1,-8.619125932E-2,5.027823523E-2,9.885659218E0,9.886162805E0
1.195313559E1,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
1.195810913E1,-7.900865376E-2,4.788403213E-2,9.878476143E0,9.878908146E0
