"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.208145429E1,-8.607427031E-2,-9.781699628E-3,1.204204559E-2,8.746126296E-2
1.209143421E1,-2.407078631E-2,-4.043767601E-2,4.860877991E-3,4.731000454E-2
1.210144437E1,-5.034323782E-2,-3.528761864E-2,9.584140778E-2,1.138649774E-1
1.211145269E1,-6.949257851E-2,5.515977740E-3,1.892156601E-1,2.016487305E-1
1.212143361E1,-4.083101824E-2,6.013743579E-3,8.147621155E-2,9.133296344E-2
1.213144069E1,-1.708477922E-2,-1.765028201E-2,2.162361145E-2,3.272617772E-2
1.214145216E1,-3.640980273E-2,-8.071072400E-3,2.371025085E-1,2.400175317E-1
1.215143024E1,-4.857362062E-2,2.048401721E-2,3.855428696E-1,3.891301785E-1
1.216144225E1,-7.015636563E-2,-3.630882129E-3,1.485166550E-1,1.642933223E-1
1.217145025E1,-6.525507569E-2,2.049914934E-2,-6.217288971E-2,9.243326372E-2
1.218143087E1,-5.585832894E-2,5.682514608E-2,1.102113724E-1,1.359992527E-1
1.219143949E1,-6.320984662E-2,2.813716233E-2,2.562580109E-1,2.654342720E-1
1.220145088E1,-6.540593505E-2,-5.820205435E-3,9.105587006E-2,1.122630064E-1
1.221142819E1,-6.041733921E-2,2.508017235E-2,-6.935691833E-2,9.533966668E-2
1.222143951E1,-8.154709637E-2,6.818234921E-2,1.126022339E-1,1.548483928E-1
1.223144690E1,-6.916819513E-2,3.192455694E-2,1.485128403E-1,1.669115942E-1
1.224146044E1,-6.177145988E-2,-1.425754838E-2,1.293573380E-1,1.440566271E-1
1.225143744E1,-1.161729544E-1,4.518929124E-2,3.119182587E-2,1.284957485E-1
1.226144852E1,-9.616824239E-2,6.399477273E-2,-2.866649628E-2,1.190186111E-1
1.227145622E1,-4.743558541E-2,1.807560585E-2,2.160930634E-2,5.517086559E-2
1.228143769E1,-3.976535797E-2,-1.579006389E-2,4.794216156E-2,6.425776737E-2
1.229144600E1,-6.798706949E-2,4.733921960E-4,1.030073166E-1,1.234219307E-1
1.230145747E1,-6.261745095E-2,3.619745746E-2,-5.501365662E-2,9.087190713E-2
1.231143347E1,-5.507466197E-2,-9.582351893E-3,-1.603593826E-1,1.698239425E-1
1.232144724E1,-3.818937391E-2,6.600189954E-5,5.751323700E-2,6.903770757E-2
1.233145310E1,-6.647611409E-2,-4.718375392E-3,1.891927719E-1,2.005872423E-1
1.234143441E1,-6.569955498E-3,-1.452423539E-2,6.469440460E-2,6.662945081E-2
1.235144210E1,-4.325743765E-3,-2.893475629E-2,-1.100826263E-1,1.139039806E-1
1.236145380E1,-5.476884916E-2,1.185225509E-2,-4.304313660E-2,7.065984997E-2
1.237143158E1,-4.995401949E-3,-2.128168941E-2,2.059545517E-1,2.071114234E-1
1.238144266E1,8.885774761E-3,-4.779307544E-2,6.469917297E-2,8.092662131E-2
1.239145074E1,-2.756343037E-2,-1.901386306E-2,7.239341736E-3,3.425898059E-2
1.240143190E1,-6.380850077E-2,1.021058485E-2,8.146095276E-2,1.039791692E-1
1.241144021E1,2.592001110E-4,-3.252042830E-2,2.639675140E-2,4.188596336E-2
1.242145098E1,-2.725144848E-3,-3.941205889E-2,1.269559860E-1,1.329607430E-1
1.243143014E1,-7.262134552E-2,1.799493283E-2,2.562446594E-1,2.669438198E-1
1.244144084E1,-7.297088206E-2,1.571697928E-2,2.634277344E-1,2.737990948E-1
1.245144800E1,-2.293239720E-2,-3.429370001E-2,5.992221832E-2,7.275042921E-2
1.246142923E1,-3.523662686E-2,-2.457619458E-2,3.358650208E-2,5.453129684E-2
1.247143839E1,-4.980770499E-2,4.415530711E-3,3.232870102E-1,3.271311592E-1
1.248145009E1,-4.510769993E-2,4.392927513E-3,1.125974655E-1,1.213762400E-1
1.249142825E1,-4.786540195E-2,-1.476470381E-2,-1.190090179E-2,5.148518861E-2
1.250143871E1,-6.459394097E-2,3.100903332E-2,1.556940079E-1,1.713900856E-1
1.251144703E1,-3.587913513E-2,4.042138904E-2,1.341457367E-1,1.446246165E-1
1.252145788E1,-8.156073093E-2,-1.965430193E-2,-7.112503052E-3,8.419639015E-2
1.253143634E1,-9.563964605E-2,6.654666737E-3,-1.531581879E-1,1.806893937E-1
1.254144804E1,-7.631322742E-2,3.572645038E-2,-1.429462433E-2,8.546592432E-2
1.255145512E1,-7.603372633E-2,7.323917001E-3,1.341447830E-1,1.543683585E-1
1.256143605E1,-3.041681834E-2,-2.404988930E-2,1.922321320E-2,4.327946324E-2
1.257144498E1,-4.952415079E-2,1.128720958E-2,5.752849579E-2,7.674353679E-2
1.258145637E1,-1.088875681E-1,4.726437107E-2,6.675720215E-5,1.187031075E-1
1.259143230E1,-7.739824057E-2,6.535621360E-3,-1.531629562E-1,1.717326211E-1
1.260144676E1,-3.058249131E-3,-2.855256200E-3,1.173810959E-1,1.174556386E-1
1.261145330E1,-9.353585541E-2,3.035299107E-2,1.796283722E-1,2.047843070E-1
1.262143362E1,-8.109100163E-2,5.145888031E-2,7.667541504E-2,1.228938004E-1
1.263144070E1,-3.775206953E-2,2.738762647E-2,-1.052846909E-1,1.151527983E-1
1.264145424E1,-3.050237522E-2,6.033630110E-3,1.442527771E-2,3.427664253E-2
1.265143086E1,-2.799833752E-2,3.823811188E-3,3.735551834E-1,3.746224813E-1
1.266144225E1,-2.349738777E-2,1.049947552E-2,1.676540375E-1,1.696179310E-1
1.267144956E1,-5.952801555E-2,2.985975705E-3,-1.316213608E-1,1.444876580E-1
1.268143111E1,-4.290927947E-2,1.524469163E-2,6.470489502E-2,7.912224925E-2
1.269144003E1,-5.960316956E-2,-3.902827390E-3,1.604719162E-1,1.712279351E-1
1.270144965E1,-4.517938569E-2,-4.000108317E-2,2.538452148E-1,2.609188699E-1
1.271142781E1,-2.398698963E-2,-2.113724686E-2,7.428169250E-2,8.086982576E-2
1.272144043E1,-7.680110633E-2,9.986990131E-3,-2.388095856E-2,8.104597515E-2
1.273144898E1,-4.344025999E-2,-1.101965271E-2,7.188892365E-2,8.471426254E-2
1.274145944E1,8.890483528E-3,-5.160975456E-2,5.513095856E-2,7.603966106E-2
1.275143706E1,-2.262057923E-2,-4.222811013E-2,2.107543945E-1,2.161303281E-1
1.276144937E1,-8.985280991E-2,-1.564179733E-2,1.628713608E-1,1.866688872E-1
1.277145699E1,-3.748003766E-2,-3.663065284E-2,-6.218242645E-2,8.132165831E-2
1.278143884E1,-1.855216920E-3,-2.665854245E-2,4.555892944E-2,5.281794929E-2
1.279144631E1,-5.011896789E-2,1.862442680E-2,2.706155777E-1,2.758470067E-1
1.280145609E1,-5.534845591E-2,-2.231352963E-2,2.490682602E-1,2.561178311E-1
1.281143494E1,-2.718754113E-2,-2.928632870E-2,-1.908016205E-2,4.428209599E-2
1.282144602E1,-6.564231217E-2,4.777582362E-3,-1.555490494E-1,1.689001042E-1
1.283145494E1,-3.010939434E-2,1.019758172E-2,2.011909485E-1,2.036869266E-1
1.284143518E1,1.505143940E-2,-6.634375080E-3,1.868257523E-1,1.875484537E-1
1.285144357E1,-5.959979817E-2,-2.123963274E-2,-1.459665298E-1,1.590895527E-1
1.286145457E1,-5.971650407E-2,2.706339769E-2,-8.611011505E-2,1.082286481E-1
1.287143189E1,-3.841178119E-2,3.001395613E-2,1.444816589E-2,5.084340660E-2
1.288144328E1,-3.164113685E-2,1.007722691E-3,1.437358856E-1,1.471807795E-1
1.289145213E1,-7.474787533E-2,9.877726436E-3,2.011957169E-1,2.148593280E-1
1.290143336E1,-9.839074314E-2,2.659293637E-2,8.148479462E-2,1.304902079E-1
1.291144137E1,-6.467700005E-2,4.123135656E-2,-7.892799377E-2,1.100580179E-1
1.292145130E1,-4.050264135E-2,-4.345260561E-3,-1.124477386E-1,1.195986587E-1
1.293143030E1,-5.454766750E-2,5.097718909E-3,3.065366745E-1,3.113939106E-1
1.294144107E1,-7.359804213E-2,9.794615209E-3,2.394981384E-1,2.507428256E-1
1.295145000E1,-8.279098570E-2,-1.413155347E-2,-1.651229858E-1,1.852556303E-1
1.296143008E1,-5.151470751E-2,-2.018790692E-3,-4.301929474E-2,6.714536712E-2
1.297143863E1,-1.036961749E-1,5.287315696E-3,1.556987762E-1,1.871442260E-1
1.298145009E1,-4.604010284E-2,-6.937345490E-3,2.131576538E-1,2.181834164E-1
1.299142640E1,-3.887864575E-2,-1.198584586E-2,3.598690033E-2,5.431635658E-2
1.300143802E1,-6.745883822E-2,-4.583658651E-3,-1.459732056E-1,1.608722522E-1
1.301144572E1,-4.328011721E-2,-6.694840267E-3,1.772441864E-1,1.825746177E-1
1.302145742E1,-1.919176057E-2,-3.070312738E-2,1.197824478E-1,1.251352888E-1
1.303143650E1,-7.413674891E-2,-6.667005271E-2,-1.429367065E-2,1.007246866E-1
1.304144604E1,-5.015620589E-2,-1.359802857E-2,5.035114288E-2,7.235875179E-2
1.305145628E1,-7.393831760E-2,1.560682617E-2,-2.865695953E-2,8.081874264E-2
1.306143721E1,-4.498038068E-2,-2.489749901E-2,1.389360428E-1,1.481429853E-1
1.307144452E1,-4.403090104E-3,-1.432377845E-3,2.131557465E-1,2.132060298E-1
1.308145622E1,-7.626916468E-2,3.122140653E-3,8.865737915E-2,1.169908720E-1
1.309143222E1,-7.370162010E-2,8.469525725E-3,-1.429271698E-2,7.555093269E-2
1.310144461E1,5.134854466E-3,-1.268178970E-2,-1.189804077E-2,1.813168206E-2
1.311145223E1,4.972621799E-3,-1.026622951E-2,2.610425949E-1,2.612917121E-1
1.312143346E1,-3.839445859E-2,8.673131466E-3,2.227354050E-1,2.261866890E-1
1.313144301E1,-2.914823964E-2,-4.429762438E-2,-1.907920837E-2,5.635526233E-2
1.314145386E1,-2.725352719E-2,-7.959291339E-3,-6.217098236E-2,6.834717339E-2
1.315143132E1,-7.295715809E-2,4.763679206E-2,6.232833862E-2,1.071299803E-1
1.316144210E1,-1.841496490E-2,-9.649040177E-3,3.592119217E-1,3.598130342E-1
1.317145080E1,-1.644247025E-2,-2.452998981E-2,1.341571808E-1,1.373689353E-1
1.318143103E1,-9.553988278E-2,8.516656235E-3,-6.935119629E-2,1.183638081E-1
1.319143965E1,-8.118975163E-2,4.000738636E-2,-4.780197144E-2,1.023591481E-1
1.320144981E1,4.787262529E-3,-9.922958910E-3,6.951618195E-2,7.038382306E-2
1.321142928E1,-7.722193375E-3,-4.343479127E-2,2.011985779E-1,2.059783511E-1
1.322144036E1,-8.696782589E-2,1.842303015E-2,1.868333817E-1,2.069046236E-1
1.323144798E1,-6.529086828E-2,2.796090953E-2,-5.498218536E-2,8.982065826E-2
1.324145968E1,-3.930598497E-2,6.731608883E-3,-1.291999817E-1,1.352143124E-1
1.325143668E1,-2.988550439E-2,-9.736461565E-3,1.197986603E-1,1.238533853E-1
1.326144838E1,-3.735386208E-2,4.342832603E-3,3.831605911E-1,3.850015712E-1
1.327145723E1,-4.479298368E-2,3.516849875E-2,9.666442871E-3,5.776395770E-2
1.328143816E1,-2.115102671E-2,4.698496312E-2,-3.303098679E-1,3.343045939E-1
1.329144647E1,-3.330940008E-2,3.522444516E-2,7.191753387E-2,8.673182432E-2
1.330145663E1,-6.232775003E-2,2.077743411E-2,1.628980637E-1,1.756480268E-1
1.331143386E1,-7.208253443E-2,3.437790088E-3,5.755329132E-2,9.230434179E-2
1.332144740E1,-6.952529401E-2,6.039153039E-2,-3.582286835E-2,9.881387224E-2
1.333145456E1,-1.049694419E-1,2.444100194E-2,4.877090454E-3,1.078875911E-1
1.334143603E1,-9.235250205E-2,1.451067254E-2,1.174011230E-1,1.500752076E-1
1.335144557E1,-6.306118518E-2,-5.162693560E-3,1.126098633E-1,1.291679054E-1
1.336145581E1,-1.410283148E-1,1.104776841E-2,1.269712448E-1,1.900861273E-1
1.337143328E1,-1.230213568E-1,3.003674746E-2,1.556968689E-1,2.006937353E-1
1.338144320E1,-8.349663019E-2,5.979704671E-3,-4.781532288E-2,9.640409339E-2
1.339145144E1,-7.505404204E-2,-2.525005117E-2,1.293506622E-1,1.516649865E-1
1.340143206E1,-7.402461022E-2,1.041413471E-2,3.567972183E-1,3.645440332E-1
1.341144229E1,-1.061870381E-1,7.719465997E-3,9.821891785E-2,1.448524527E-1
1.342145430E1,-5.485826731E-2,-2.108775079E-3,5.751323700E-2,7.950879734E-2
1.343143023E1,-3.745955229E-2,1.693516970E-2,1.748275757E-1,1.795959333E-1
1.344144162E1,-4.885682464E-2,1.437441446E-2,2.586221695E-1,2.635887700E-1
1.345144908E1,-5.552640930E-2,2.125953697E-2,9.102630615E-2,1.087241392E-1
1.346143239E1,-3.359864652E-2,-9.991912171E-3,-1.460018158E-1,1.501507162E-1
1.347143863E1,1.186645590E-2,9.417646565E-3,5.990123749E-2,6.178724055E-2
1.348145033E1,-7.566485554E-3,9.525436908E-3,1.532754898E-1,1.537574760E-1
1.349145856E1,4.012838006E-3,-4.080950096E-2,2.159595490E-2,4.634547988E-2
1.350143949E1,3.507800400E-3,-7.439701818E-3,-4.783535004E-2,4.853735201E-2
1.351144757E1,-5.447263271E-2,3.113863990E-2,-3.107452393E-2,7.001791661E-2
1.352145835E1,-3.804991394E-2,-7.037880830E-3,2.878284454E-2,4.822633987E-2
1.353143643E1,-1.816898584E-4,-3.095893189E-2,-1.191806793E-2,3.317421918E-2
1.354144720E1,-7.008098066E-2,2.393117175E-4,5.033397675E-2,8.628389383E-2
1.355145559E1,-7.036651671E-2,2.446663007E-2,2.450942993E-3,7.453904871E-2
1.356143706E1,-1.319590956E-3,-2.075070143E-2,-9.331607819E-2,9.560451547E-2
1.357144322E1,-1.835370436E-3,-1.822067052E-2,5.991554260E-2,6.265168525E-2
1.358145622E1,-1.907636970E-2,-1.485190354E-3,2.179336548E-1,2.187720082E-1
1.359143430E1,-2.668957040E-2,1.538103726E-2,1.149845123E-1,1.190392689E-1
1.360144446E1,-1.275523007E-2,-1.780464686E-2,-2.866554260E-2,3.607512546E-2
1.361145500E1,-3.221200779E-2,4.015753046E-3,4.076766968E-2,5.211278739E-2
1.362143401E1,-4.952235520E-2,1.119283866E-2,3.591976166E-1,3.627680679E-1
1.363144209E1,-3.807374090E-2,-1.777607203E-2,2.754020691E-1,2.785891206E-1
1.364145379E1,-5.293582007E-2,-1.315212436E-2,-2.324104309E-3,5.459469647E-2
1.365143133E1,-4.372887313E-2,9.194158018E-3,1.604852676E-1,1.665901198E-1
1.366144364E1,-4.641994089E-2,4.564899951E-3,2.921667099E-1,2.958665841E-1
1.367145103E1,-5.871606991E-2,-3.144363314E-2,2.634372711E-1,2.717268385E-1
1.368143165E1,-7.330624759E-2,-4.888864234E-3,2.801980972E-1,2.896699512E-1
1.369143904E1,-9.712570906E-2,3.101199865E-2,2.754096985E-1,2.936760961E-1
1.370145104E1,-7.802452147E-2,2.869416960E-2,3.496294022E-1,3.593771002E-1
1.371142913E1,-4.459729791E-2,1.194876898E-2,3.999080658E-1,4.025644708E-1
1.372144021E1,-9.708976746E-2,2.113481238E-2,3.855419159E-1,3.981402669E-1
1.373144883E1,-5.880791694E-2,2.108551562E-2,4.310312271E-1,4.355351752E-1
1.374145999E1,-4.657370970E-2,1.385283470E-2,2.801961899E-1,2.843781220E-1
1.375143784E1,-5.131648481E-2,-1.735986955E-2,3.735694885E-1,3.774770317E-1
1.376144853E1,-6.572265923E-2,-1.033390313E-2,4.238481522E-1,4.290378929E-1
1.377145623E1,-8.480747789E-2,-3.089098260E-3,3.017435074E-1,3.134501477E-1
1.378143962E1,-7.234582305E-2,-1.501145773E-2,1.748495102E-1,1.898199494E-1
1.379144678E1,-5.305014923E-2,2.110699192E-2,2.370986938E-1,2.438762269E-1
1.380145786E1,-5.058380961E-2,9.122621268E-3,3.783550262E-1,3.818304203E-1
1.381143448E1,-4.578999057E-2,-1.733417995E-2,2.777986526E-1,2.820802872E-1
1.382144641E1,-1.964449510E-2,-4.354902357E-2,2.777996063E-1,2.818777127E-1
1.383145441E1,1.366238296E-2,-9.866680950E-3,3.687801361E-1,3.691650050E-1
1.384143634E1,-1.763640530E-2,-9.755956009E-3,2.394943237E-1,2.403409091E-1
1.385144496E1,-3.014619648E-2,-3.812572360E-2,2.682275772E-1,2.725956660E-1
1.386145566E1,-6.605649367E-3,-2.318464778E-2,3.352670670E-1,3.361326653E-1
1.387143205E1,-4.773958027E-2,2.984436229E-2,2.754154205E-1,2.811110232E-1
1.388144374E1,-6.022016332E-2,1.539394818E-2,3.711843491E-1,3.763525776E-1
1.389145260E1,-2.953226864E-2,-2.759828791E-2,4.789247513E-1,4.806274418E-1
1.390143329E1,-4.447647184E-2,-1.088583842E-2,4.813213348E-1,4.834944523E-1
1.391144222E1,-7.592371106E-2,9.806342423E-4,5.004768372E-1,5.062039471E-1
1.392145353E1,-4.762620479E-2,-1.794984937E-2,5.316028595E-1,5.340337561E-1
1.393143169E1,-2.162761055E-2,-1.543223113E-2,4.621725082E-1,4.629355621E-1
1.394144070E1,-3.656975180E-2,8.656380698E-3,6.010389328E-1,6.022126522E-1
1.395145055E1,-7.734109461E-2,-5.559204146E-3,5.794916153E-1,5.846563793E-1
1.396142963E1,-3.700152785E-2,-1.258636825E-2,4.741477966E-1,4.757558857E-1
1.397143909E1,-6.832443178E-2,2.104883455E-2,6.154069901E-1,6.195458375E-1
1.398145110E1,-7.577024400E-2,3.573404998E-2,7.542724609E-1,7.589104015E-1
1.399142841E1,-3.768850490E-2,6.957197562E-3,7.351198196E-1,7.361181802E-1
1.400143942E1,-4.999353737E-2,9.454507381E-3,6.776609421E-1,6.795683144E-1
1.401144711E1,-6.696051359E-2,2.394929528E-2,7.566709518E-1,7.600054003E-1
1.402145943E1,-6.247825921E-2,4.382245243E-5,7.854022980E-1,7.878834333E-1
1.403143697E1,-4.122350365E-2,2.431111410E-3,7.111825943E-1,7.123804952E-1
1.404144713E1,-6.777574122E-2,1.433328260E-2,7.877988815E-1,7.908388406E-1
1.405145544E1,-7.042766362E-2,2.891612798E-2,8.811740875E-1,8.844568790E-1
1.406143698E1,-9.447605163E-2,2.400546521E-2,6.824550629E-1,6.893815341E-1
1.407144530E1,-8.276209235E-2,1.460997853E-2,7.614660263E-1,7.660897628E-1
1.408145761E1,-7.807955146E-2,2.212095261E-2,9.027242661E-1,9.063646360E-1
1.409143484E1,-6.167529896E-2,3.622227907E-2,9.170904160E-1,9.198753867E-1
1.410144685E1,-6.178862229E-2,-1.656278037E-2,7.925920486E-1,7.951693625E-1
1.411145331E1,-4.053475708E-2,-1.393026672E-2,8.572378159E-1,8.583086810E-1
1.412143432E1,-4.806187749E-2,1.009695418E-2,9.338541031E-1,9.351445762E-1
1.413144140E1,-7.477016747E-2,2.187925205E-2,9.242782593E-1,9.275557019E-1
1.414145402E1,-5.804476887E-2,-4.522534087E-3,9.123067856E-1,9.141626330E-1
1.415143126E1,-2.741295658E-2,-9.246567264E-3,1.063143730E0,1.063537287E0
1.416144318E1,-7.802225649E-2,4.518870264E-4,1.120606422E0,1.123319381E0
1.417145126E1,-5.438566208E-2,-1.632355340E-2,1.060752869E0,1.062271579E0
1.418143250E1,-2.134026587E-2,-2.121543884E-2,1.043995857E0,1.044429438E0
1.419143989E1,-2.410132624E-2,-1.957358792E-3,1.132583618E0,1.132841718E0
1.420145213E1,-6.750490516E-2,-1.392049342E-2,1.146950722E0,1.149019865E0
1.421142882E1,-3.690050542E-2,-3.081224672E-2,9.913291931E-1,9.924941365E-1
1.422144198E1,-1.612349227E-2,-2.562975511E-2,1.130196571E0,1.130602114E0
1.423144814E1,-5.265104026E-2,-1.342056878E-2,1.187661171E0,1.188903403E0
1.424146145E1,-6.527204812E-2,-1.328555867E-2,1.111050606E0,1.113045549E0
1.425143922E1,-3.002219275E-2,-2.516787127E-2,1.115841866E0,1.116529365E0
1.426144877E1,-3.294812143E-2,1.193612814E-3,1.245131493E0,1.245567918E0
1.427145739E1,-1.053353101E-1,1.781219617E-2,1.048810005E0,1.054236799E0
1.428143962E1,-4.369338602E-2,-1.119507477E-3,1.008112907E0,1.009059958E0
1.429144601E1,-7.767598331E-2,-1.005094498E-3,1.103883743E0,1.106613703E0
1.430145840E1,-1.116777658E-1,1.824804768E-2,1.082337379E0,1.088236701E0
1.431143533E1,-6.171797961E-2,-5.800243467E-3,1.063185692E0,1.064991346E0
1.432144703E1,-7.872673124E-2,3.561884165E-3,9.219284058E-1,9.252905331E-1
1.433145411E1,-8.870004117E-2,3.012106568E-2,1.015304565E0,1.019616760E0
1.434143650E1,-6.728228927E-2,2.064452320E-2,1.017701149E0,1.020131723E0
1.435144450E1,-6.289834529E-2,1.115731336E-2,8.788385391E-1,8.811571173E-1
1.436145620E1,-5.835699290E-2,3.286702186E-2,9.722146988E-1,9.745189584E-1
1.437143382E1,-6.091241539E-2,3.046001308E-2,1.063195229E0,1.065374220E0
1.438144459E1,-3.732495010E-2,3.037933446E-2,9.770059586E-1,9.781905228E-1
1.439145283E1,-4.946752638E-2,-3.298204392E-3,1.010524750E0,1.011740176E0
1.440143322E1,-7.596055418E-2,2.068622969E-2,1.151783943E0,1.154471385E0
1.441144153E1,-8.097411692E-2,3.822138533E-3,1.094324112E0,1.097322504E0
1.442145292E1,-7.413387299E-2,-2.752181888E-2,9.722204208E-1,9.754310987E-1
1.443143100E1,-6.941551715E-2,2.527249232E-2,1.024893761E0,1.027552643E0
1.444144331E1,-8.391974121E-2,-5.610771477E-3,1.101510048E0,1.104716429E0
1.445144947E1,-5.784562230E-2,-8.057296276E-3,1.041656494E0,1.043292523E0
1.446143017E1,-6.988725811E-2,-2.244315296E-2,8.836393356E-1,8.866828066E-1
1.447143933E1,-7.485757768E-2,6.257732399E-3,9.530725479E-1,9.560282934E-1
1.448145133E1,-8.181155473E-2,1.843300276E-2,9.794073105E-1,9.829911423E-1
1.449142895E1,-9.359589219E-2,-1.750835963E-2,8.118114471E-1,8.173766325E-1
1.450143811E1,-4.811419919E-2,-3.112681210E-3,8.094177246E-1,8.108524637E-1
1.451144835E1,-7.925282419E-2,9.028103203E-3,8.908214569E-1,8.943854789E-1
1.452145974E1,-9.106056392E-2,-2.443339862E-2,9.219446182E-1,9.267528777E-1
1.453143574E1,-4.541788250E-2,-2.449311130E-2,7.806863785E-1,7.823898760E-1
1.454144890E1,-4.548019916E-2,2.811325714E-2,8.189945221E-1,8.207379795E-1
1.455145660E1,-9.312407672E-2,3.791557252E-2,9.339141846E-1,9.393111244E-1
1.456143852E1,-5.472867563E-2,-3.109332174E-4,8.692703247E-1,8.709915166E-1
1.457144430E1,-4.984191805E-2,-1.242810860E-2,8.142032623E-1,8.158220560E-1
1.458145638E1,-6.651747227E-2,-9.899841622E-3,9.482784271E-1,9.506600635E-1
1.459143354E1,-8.085265011E-2,1.892911270E-2,9.554605484E-1,9.590622096E-1
1.460144624E1,-3.770814836E-2,4.455849528E-3,8.596925735E-1,8.605306968E-1
1.461145393E1,-7.591833919E-2,-5.162447691E-3,8.692684174E-1,8.725925891E-1
1.462143324E1,-9.018064290E-2,1.408181712E-2,1.039256096E0,1.043256478E0
1.463144402E1,-4.942119122E-2,4.594586790E-3,8.572969437E-1,8.587325626E-1
1.464145395E1,-3.528761119E-2,-1.698047295E-2,7.902612686E-1,7.912309553E-1
1.465143141E1,-6.652714312E-2,2.297002822E-3,9.434900284E-1,9.458353824E-1
1.466144442E1,-8.331178129E-2,2.312084660E-3,9.051837921E-1,9.090125941E-1
1.467145058E1,-5.452201143E-2,-9.778721258E-3,7.663192749E-1,7.683186215E-1
1.468143204E1,-5.691897124E-2,-4.996869713E-3,7.758960724E-1,7.779970778E-1
1.469144197E1,-7.597133517E-2,-2.401065081E-3,9.410953522E-1,9.441598756E-1
1.470145205E1,-5.679989234E-2,-1.191304624E-2,8.644809723E-1,8.664268578E-1
1.471142929E1,-4.709407687E-2,-9.546328336E-3,7.878665924E-1,7.893305720E-1
1.472144037E1,-8.787196875E-2,-1.179610565E-2,8.692693710E-1,8.737790741E-1
1.473144968E1,-7.335065305E-2,1.235736907E-2,9.171533585E-1,9.201648253E-1
1.474145976E1,-4.204835370E-2,-6.732046604E-3,8.333559036E-1,8.344431956E-1
1.475143823E1,-5.164959654E-2,2.896936610E-3,8.860282898E-1,8.875371561E-1
1.476144939E1,-8.024175465E-2,4.366653413E-2,9.937667847E-1,9.979568767E-1
1.477145762E1,-6.578503549E-2,3.405129164E-2,9.626417160E-1,9.654875632E-1
1.478143863E1,-5.148039013E-2,-6.859896705E-3,8.836326599E-1,8.851575941E-1
1.479144694E1,-5.873463675E-2,7.351082750E-3,9.458818436E-1,9.477321657E-1
1.480145802E1,-7.786867023E-2,2.174115553E-2,1.039256096E0,1.042396009E0
1.481143549E1,-7.082164288E-2,1.197224110E-2,8.165950775E-1,8.197478638E-1
1.482144657E1,-6.356631964E-2,8.741766214E-5,8.764505386E-1,8.787526565E-1
1.483145496E1,-7.776436210E-2,3.135209531E-2,1.008131027E0,1.011611792E0
1.484143558E1,-7.507558912E-2,2.880123258E-2,9.746093750E-1,9.779209012E-1
1.485144297E1,-6.770358235E-2,4.621252418E-3,8.979940414E-1,9.005545122E-1
1.486145674E1,-9.139944613E-2,2.054031938E-3,8.620796204E-1,8.669136922E-1
1.487143367E1,-9.592042863E-2,1.648935303E-2,1.056008339E0,1.060483965E0
1.488144298E1,-7.891602069E-2,-1.217400841E-2,8.572883606E-1,8.609990000E-1
1.489145276E1,-6.186391413E-2,-3.366545960E-2,8.596811295E-1,8.625613899E-1
1.490143307E1,-7.342047244E-2,2.302732319E-3,1.012908936E0,1.015568993E0
1.491144261E1,-7.548506558E-2,4.641277716E-3,9.362916946E-1,9.393410850E-1
1.492145215E1,-6.090831012E-2,-1.671491005E-2,9.674158096E-1,9.694754041E-1
1.493143070E1,-4.885678738E-2,-7.398065180E-3,8.500986099E-1,8.515335364E-1
1.494144393E1,-6.062921137E-2,3.338919953E-2,1.032057762E0,1.034376123E0
1.495145063E1,-8.439682424E-2,3.320514411E-2,9.482584000E-1,9.525856385E-1
1.496143102E1,-6.758396327E-2,9.175794199E-3,7.351741791E-1,7.383311323E-1
1.497143995E1,-6.256473809E-2,9.245373309E-3,9.506511688E-1,9.527525745E-1
1.498145003E1,-5.525922403E-2,1.160326600E-2,9.410743713E-1,9.427667739E-1
1.499145896E1,-3.852154315E-2,-2.768673003E-3,8.524894714E-1,8.533638578E-1
1.500144112E1,-4.588569328E-2,-7.532672957E-3,8.716430664E-1,8.728825083E-1
1.501144735E1,-8.178453147E-2,-2.554897219E-3,9.650173187E-1,9.684800785E-1
1.502145966E1,-6.730563194E-2,-1.450891048E-2,1.005718231E0,1.008072278E0
1.503143659E1,-5.047257990E-2,-1.939602010E-2,8.572778702E-1,8.589813931E-1
1.504144706E1,-8.625374734E-2,-2.579275519E-3,8.788242340E-1,8.830506191E-1
1.505145537E1,-7.418714464E-2,9.629432112E-3,1.051207542E0,1.053866099E0
1.506143753E1,-4.301942140E-2,4.913002253E-3,9.745922089E-1,9.755535771E-1
1.507144576E1,-5.737997219E-2,-2.151497453E-2,8.022098541E-1,8.045470809E-1
1.508145592E1,-8.373647183E-2,3.146068752E-2,9.578342438E-1,9.620020843E-1
1.509143439E1,-6.447687000E-2,3.170250356E-2,1.096696854E0,1.099047908E0
1.510144708E1,-4.533031210E-2,-4.408802837E-3,8.620653152E-1,8.632675614E-1
1.511145417E1,-4.290321097E-2,-2.296876162E-3,8.764295578E-1,8.774820402E-1
1.512143440E1,-5.965244025E-2,1.941188052E-2,1.079937935E0,1.081758373E0
1.513144302E1,-6.677801162E-2,9.725654498E-3,9.291019440E-1,9.315494155E-1
1.514145349E1,-3.811067715E-2,-1.687796973E-2,8.189687729E-1,8.200287437E-1
