"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.001476988E0,-1.510155573E-2,1.703210548E-2,-1.411876678E-1,1.430108638E-1
6.011486615E0,-1.060249656E-2,1.011580415E-2,3.598594666E-2,3.885525426E-2
6.021498240E0,-5.640430003E-2,3.411249816E-2,1.844272614E-1,1.958533184E-1
6.031476789E0,-9.235693514E-2,4.800152965E-3,-2.626323700E-2,9.613845513E-2
6.041487262E0,-7.548624277E-2,2.369113080E-2,-1.411867142E-1,1.618429201E-1
6.051494887E0,-7.312434912E-2,3.828333318E-2,-5.738830566E-2,1.005296059E-1
6.061474975E0,-7.509715855E-2,4.858352244E-3,9.105110168E-2,1.181248912E-1
6.071484833E0,-3.431978822E-2,-9.640062228E-3,5.992603302E-2,6.972738412E-2
6.081495920E0,-7.956381887E-2,-5.362200551E-3,-1.908493042E-2,8.199627453E-2
6.091473161E0,-9.117521346E-2,6.667135749E-3,1.443290710E-2,9.255095383E-2
6.101484864E0,-5.722926557E-2,-5.104037002E-3,-2.626991272E-2,6.317711885E-2
6.111491644E0,-5.440478772E-2,-3.845470399E-2,7.907485962E-2,1.033996064E-1
6.121472809E0,-5.892032757E-2,3.557254374E-2,2.418785095E-1,2.514800673E-1
6.131481819E0,-7.070621848E-2,-5.189944990E-3,8.386039734E-2,1.098128913E-1
6.141493445E0,-3.234205395E-2,-2.885760739E-3,-9.570503235E-2,1.010632935E-1
6.151470456E0,-2.495963871E-2,-4.076410457E-2,-4.063892365E-2,6.273928515E-2
6.161482697E0,-3.222664446E-2,-1.175166108E-2,2.442722321E-1,2.466689715E-1
6.171490170E0,-6.580778956E-2,-1.446130499E-2,1.820230484E-1,1.940932370E-1
6.181470411E0,-7.760891318E-2,-9.709628299E-3,-1.866846085E-1,2.024069251E-1
6.191479729E0,-6.309242547E-2,2.239914611E-4,-2.387905121E-2,6.746045812E-2
6.201490817E0,-5.807475746E-2,6.137946621E-4,1.485033035E-1,1.594562177E-1
6.211467366E0,-5.059935898E-2,-2.605731785E-2,6.949329376E-2,8.982536847E-2
6.221481300E0,-5.056339875E-2,-2.106440254E-3,1.892032623E-1,1.958544584E-1
6.231486541E0,-5.762977898E-2,1.715133339E-2,4.849433899E-3,6.032310230E-2
6.241498782E0,-2.188383602E-2,-1.369739044E-2,1.724443436E-1,1.743662020E-1
6.251476409E0,-3.849769011E-2,-2.800133452E-2,1.987810135E-1,2.044016590E-1
6.261489035E0,-4.585302621E-2,-1.133045368E-2,9.822559357E-2,1.089914970E-1
6.271497276E0,-3.160213679E-2,-6.285618059E-3,3.687696457E-1,3.701746286E-1
6.281478210E0,-5.545957759E-2,5.811573938E-3,1.203441620E-2,5.704705349E-2
6.291484758E0,-6.863810122E-4,1.541376486E-2,8.146667480E-2,8.291486218E-2
6.301496077E0,-5.595646426E-2,2.039464936E-2,3.017339706E-1,3.075556155E-1
6.311474627E0,-1.013301611E-1,3.684786707E-2,-4.724502563E-3,1.079253806E-1
6.321485406E0,-4.623350501E-2,1.035154052E-2,-5.979156494E-2,7.628710648E-2
6.331493340E0,1.368965954E-3,1.778212376E-2,-3.584861755E-2,4.003999717E-2
6.341475889E0,-1.815859973E-2,3.464693204E-2,1.054105759E-1,1.124345772E-1
6.351483592E0,-5.679729953E-2,3.178688139E-2,6.949901581E-2,9.521791985E-2
6.361494603E0,-7.118631899E-2,-6.792137399E-3,-1.411914825E-1,1.582676843E-1
6.371473383E0,-1.859141886E-2,2.202444524E-2,-7.654762268E-2,8.179398255E-2
6.381484470E0,-7.845749706E-2,3.883362561E-2,3.358554840E-2,9.376363039E-2
6.391491250E0,-7.833214104E-2,-4.487401806E-3,1.293525696E-1,1.512882955E-1
6.401473722E0,-3.778832778E-2,-1.368466765E-4,9.104537964E-2,9.857604982E-2
6.411480887E0,-9.502267838E-2,1.661672443E-2,5.513286591E-2,1.111083158E-1
6.421492590E0,-6.832697988E-2,-7.123774849E-3,9.640693665E-3,6.937050758E-2
6.431470369E0,-2.755947411E-2,-2.638641745E-2,3.358268738E-2,5.082877660E-2
6.441481226E0,-6.553719938E-2,-9.857284836E-3,2.682132721E-1,2.762800208E-1
6.451488545E0,-8.454319835E-2,1.882721670E-3,2.107505798E-1,2.270834735E-1
6.461470709E0,-5.780590326E-2,-2.430294454E-2,-3.824615479E-2,7.345014582E-2
6.471479105E0,-7.887764275E-2,4.608754069E-3,-5.500793457E-2,9.627458650E-2
6.481489499E0,-6.653387845E-2,5.957497284E-2,1.556816101E-1,1.794789628E-1
6.491467126E0,-8.294373751E-2,1.773122698E-3,1.820154190E-1,2.000310484E-1
6.501479137E0,-2.995177358E-2,-3.658682853E-2,-4.733085632E-3,4.751954190E-2
6.511486454E0,-4.900342971E-2,-6.206827238E-4,-1.172609329E-1,1.270899200E-1
6.521499158E0,-3.700938076E-2,9.191334248E-3,2.394752502E-1,2.424924130E-1
6.531475477E0,-3.215467185E-2,-2.210966125E-2,1.652555466E-1,1.698003407E-1
6.541486794E0,-4.400983825E-2,-3.433359414E-2,-9.810924530E-2,1.128764172E-1
6.551496036E0,-7.982453704E-2,9.200721979E-3,3.357315063E-2,8.708482326E-2
6.561477047E0,-5.107071251E-2,1.681427285E-2,9.103488922E-2,1.057274255E-1
6.571485903E0,-8.212277666E-3,-3.114819154E-2,6.948852539E-2,7.659181746E-2
6.581496376E0,-3.722764179E-2,-3.107389063E-2,2.011690140E-1,2.069310421E-1
6.591473386E0,-7.541417331E-2,-2.117885277E-3,2.639293671E-2,7.992727996E-2
6.601484166E0,-1.330211759E-2,-1.360874064E-2,7.427883148E-2,7.667782574E-2
6.611493408E0,1.273131743E-2,-3.481679782E-2,1.054048538E-1,1.117339656E-1
6.621474956E0,-2.210015431E-3,-3.491611034E-2,1.461076736E-1,1.502380485E-1
6.631481429E0,-1.464587636E-2,-2.533623762E-2,2.346935272E-1,2.365110533E-1
6.641494055E0,-5.085463077E-2,3.692813218E-3,-1.411943436E-1,1.501188629E-1
6.651471527E0,-1.783907786E-2,1.351182163E-2,-9.809684753E-2,1.006170638E-1
6.661482076E0,-4.468498006E-2,3.294922039E-2,2.466707230E-1,2.528415396E-1
6.671490625E0,-7.368385792E-2,1.847000234E-2,1.604804993E-1,1.775512392E-1
6.681471251E0,-4.778091237E-2,8.557623252E-3,-1.148519516E-1,1.246884890E-1
6.691479647E0,-5.042804778E-2,-1.028535329E-2,-2.034368515E-1,2.098459650E-1
6.701491042E0,-5.551427603E-2,7.080087438E-3,8.626365662E-2,1.028269465E-1
6.711469437E0,-4.853850976E-2,1.871958375E-4,2.107639313E-1,2.162809670E-1
6.721481141E0,-5.810825527E-2,-2.626621723E-2,1.221790314E-1,1.378194442E-1
6.731489766E0,-5.812549591E-2,1.661820151E-2,1.221780777E-1,1.363166188E-1
6.741499623E0,-9.853880107E-2,3.333861381E-2,-3.105258942E-2,1.085616037E-1
6.751477480E0,-8.147129416E-2,1.660576649E-2,1.149930954E-1,1.419039649E-1
6.761489260E0,-4.759841785E-2,-2.796519548E-3,2.801923752E-1,2.842203318E-1
6.771497886E0,-8.802148700E-2,2.308651246E-2,2.418832779E-1,2.584343038E-1
6.781478819E0,-6.136393547E-2,2.763013355E-2,7.189273834E-2,9.847600054E-2
6.791486753E0,-3.232939169E-2,1.302595809E-2,-1.292209625E-1,1.338391658E-1
6.801497841E0,-3.698456660E-2,2.250350639E-2,1.868124008E-1,1.917632370E-1
6.811475697E0,-8.459281176E-2,4.121166095E-2,2.706079483E-1,2.865013202E-1
6.821485554E0,-9.127871692E-2,-2.636870742E-2,-6.458282471E-2,1.148827844E-1
6.831493873E0,-5.970550701E-2,1.906976663E-2,-7.176685333E-2,9.528318217E-2
6.841477345E0,-7.352608442E-2,8.819831908E-2,9.582519531E-2,1.495576699E-1
6.851483740E0,-6.108098477E-2,1.580734551E-2,2.658119202E-1,2.731972470E-1
6.861495135E0,-4.881285131E-2,-3.053391166E-2,7.666683197E-2,9.587918094E-2
6.871472761E0,-6.747381389E-2,-2.191513777E-3,-5.741024017E-2,8.861971547E-2
6.881484080E0,-6.702527404E-2,1.732960716E-2,2.035579681E-1,2.150082534E-1
6.891492782E0,-4.503975064E-2,-8.990279399E-3,7.905769348E-2,9.143042797E-2
6.901473947E0,-3.775850683E-2,-3.575919569E-2,1.006040573E-1,1.132501711E-1
6.911481728E0,-8.521533012E-2,-4.635160789E-3,2.370729446E-1,2.519657085E-1
6.921492738E0,-5.855102092E-2,2.552848309E-4,-3.107929230E-2,6.628883489E-2
6.931470979E0,3.580417484E-3,-1.631480455E-2,-1.192474365E-2,2.052295661E-2
6.941481990E0,-8.539082482E-3,-2.810581587E-2,2.538328171E-1,2.555268124E-1
6.951490077E0,-4.476171732E-2,-2.128737979E-2,2.418622971E-1,2.468889115E-1
6.961471242E0,-3.070177324E-2,-4.057776555E-2,-9.332561493E-2,1.062959281E-1
6.971479637E0,-4.617370665E-3,-4.026258737E-2,-2.537364960E-1,2.569525354E-1
6.981490956E0,-1.212924905E-2,-1.571781002E-2,1.389141083E-1,1.403256844E-1
6.991499274E0,-1.987842843E-2,-2.282174863E-2,2.442607880E-1,2.461286588E-1
7.001480284E0,-2.506043389E-2,-5.638780072E-2,-1.052913666E-1,1.220404904E-1
7.011487065E0,-3.022261523E-2,8.646698669E-3,-1.699323654E-1,1.728154527E-1
7.021499922E0,-4.987867177E-2,4.043228924E-2,-1.909542084E-2,6.698721525E-2
7.031477239E0,-6.000149995E-2,-9.797403589E-3,1.652603149E-1,1.760884460E-1
7.041488250E0,-3.187403828E-2,-3.141112253E-2,9.822463989E-2,1.079383751E-1
7.051496337E0,-6.079571694E-2,-2.892943844E-2,-7.894611359E-2,1.037570261E-1
7.061476964E0,-3.009217046E-2,3.116839007E-2,5.034255981E-2,6.641822484E-2
7.071484975E0,-2.576186880E-2,2.889463678E-2,1.293525696E-1,1.350209657E-1
7.081496985E0,-4.527363181E-2,-4.075623304E-2,7.428741455E-2,9.606972587E-2
7.091474457E0,-1.931330189E-2,-1.372694969E-4,1.341438293E-1,1.355270800E-1
7.101485238E0,-1.005946398E-1,5.021345988E-2,-5.260467529E-2,1.241286630E-1
7.111493863E0,-7.180101424E-2,3.142481297E-2,-1.387958527E-1,1.593963401E-1
7.121475105E0,-3.851116821E-2,2.181443386E-2,1.341438293E-1,1.412570230E-1
7.131482577E0,-6.482543796E-2,1.665682718E-2,2.897672653E-1,2.973967978E-1
7.141493280E0,-4.563438520E-2,1.866833866E-2,1.221723557E-1,1.317463034E-1
7.151471752E0,-4.302829504E-2,-1.002527680E-2,-7.415390015E-2,8.631767638E-2
7.161482839E0,-5.957227945E-2,2.145846188E-2,1.125946045E-1,1.291776568E-1
7.171489927E0,-7.612769306E-2,2.354880422E-2,2.969465256E-1,3.074527783E-1
7.181471554E0,-9.257069230E-2,-1.748878881E-2,1.078033447E-1,1.431668675E-1
7.191480179E0,-1.064289659E-1,1.362610236E-2,-5.979251862E-2,1.228329790E-1
7.201491498E0,-1.129616946E-1,7.093320042E-2,3.118515015E-2,1.369831265E-1
7.211469740E0,-9.300488979E-2,2.511450090E-2,2.586297989E-1,2.759891675E-1
7.221481442E0,-4.681532085E-2,-4.475107044E-2,2.418689728E-1,2.503895616E-1
7.231489145E0,-7.023219764E-2,-2.840469219E-2,8.145523071E-2,1.112400231E-1
7.241501155E0,-9.790208936E-2,2.683886886E-2,5.511665344E-2,1.155118586E-1
7.251478397E0,-5.413443595E-2,1.019335911E-2,-2.628898621E-2,6.103730434E-2
7.261488870E0,-1.799429022E-2,-3.540676460E-2,1.628522873E-1,1.676254782E-1
7.271496264E0,-6.547927856E-2,-1.164426003E-2,2.634067535E-1,2.716730434E-1
7.281477737E0,-5.566094071E-2,7.462373935E-3,-9.332942963E-2,1.089229534E-1
7.291486056E0,-5.325287580E-3,1.725945249E-2,-2.058563232E-1,2.066472192E-1
7.301498066E0,-2.991890535E-3,2.963924780E-3,7.227897644E-3,8.365331041E-3
7.311475077E0,-1.075901091E-2,-2.117380872E-2,2.466497421E-1,2.477906007E-1
7.321487088E0,-2.999735810E-2,-5.484177545E-2,6.947803497E-2,9.345939852E-2
7.331494713E0,-3.274489567E-2,-4.758294672E-2,-1.603641510E-1,1.704494821E-1
7.341475955E0,-2.600215189E-2,7.556118071E-4,2.159690857E-2,3.380989961E-2
7.351484042E0,6.951555610E-3,-3.931848332E-3,2.011632919E-1,2.013217663E-1
7.361496053E0,-5.603587255E-3,-6.178170443E-2,1.053972244E-1,1.222986268E-1
7.371473525E0,-3.969091177E-2,7.582153194E-3,1.920700073E-2,4.474110416E-2
7.381485305E0,-9.014867246E-2,3.696133196E-2,-2.628135681E-2,1.009139877E-1
7.391492008E0,-6.162112206E-2,-5.694971420E-3,3.118133545E-2,6.929553423E-2
7.401473557E0,-6.878064945E-3,-2.262048051E-2,8.145999908E-2,8.482172697E-2
7.411482798E0,-4.569197074E-2,-2.020105720E-2,1.532878876E-1,1.612234951E-1
7.421493655E0,-6.988374144E-2,6.238325033E-3,3.597354889E-2,7.884637110E-2
7.431470589E0,-5.570648983E-2,2.568188496E-2,-1.004953384E-1,1.177373572E-1
7.441482292E0,-4.368666932E-2,-1.491059642E-2,2.083568573E-1,2.134090695E-1
7.451490226E0,-3.195013478E-2,1.606981829E-2,3.160953522E-1,3.181121215E-1
7.461469928E0,-7.027412206E-2,2.067063376E-2,3.357982635E-2,8.058121412E-2
7.471480401E0,-9.165748209E-2,3.044762649E-2,-1.962633133E-1,2.187405772E-1
7.481490335E0,-4.624240845E-2,2.845709398E-2,7.428264618E-2,9.201129312E-2
7.491498960E0,-4.864396900E-2,2.336915582E-2,3.687677383E-1,3.726955836E-1
7.501479510E0,-6.295402348E-2,-1.059442200E-2,2.227220535E-1,2.316906644E-1
7.511488444E0,-4.859714955E-2,-1.352626830E-2,1.203155518E-2,5.185943693E-2
7.521500223E0,-7.708716393E-2,4.162378982E-2,-4.064178467E-2,9.657497285E-2
7.531477157E0,-6.955409795E-2,1.529915072E-2,1.054029465E-1,1.272069875E-1
7.541487552E0,-4.792358726E-2,-4.443997517E-2,2.442665100E-1,2.528590705E-1
7.551495871E0,-4.557118192E-2,-4.276154563E-3,1.724395752E-1,1.784108327E-1
7.561478036E0,-9.567589313E-2,6.962921470E-2,-5.022239685E-2,1.285472412E-1
7.571484584E0,-1.046464369E-1,7.467591204E-3,-8.374214172E-2,1.342363139E-1
7.581497826E0,-3.478879109E-2,-3.772164136E-2,1.077928543E-1,1.193837579E-1
7.591476298E0,-7.522960007E-2,5.286494270E-4,2.155303955E-1,2.282829901E-1
7.601485770E0,-1.246496588E-1,-4.452833906E-3,1.532793045E-1,1.976155620E-1
7.611494089E0,-9.492683411E-2,-9.138584137E-3,-1.364221573E-1,1.664500602E-1
7.621474099E0,-5.103025958E-2,2.227328159E-2,-9.093379974E-2,1.066261807E-1
7.631483956E0,-1.025134847E-1,6.044687703E-2,1.484823227E-1,1.902888321E-1
7.641494813E0,-9.175909311E-2,2.581973560E-3,2.298822403E-1,2.475323053E-1
7.651472285E0,-3.844619542E-2,1.406186074E-2,-5.742454529E-2,7.052250897E-2
7.661483680E0,-7.618181407E-2,4.509993270E-2,-7.657909393E-2,1.170556720E-1
7.671491999E0,-4.210564867E-2,3.092607483E-2,1.867818832E-1,1.939504567E-1
7.681473624E0,2.489366755E-2,-2.209088020E-2,1.293210983E-1,1.335351944E-1
7.691481328E0,-2.317330986E-2,-3.225088492E-2,4.821777344E-3,4.000464229E-2
7.701494262E0,-5.428739637E-2,3.501614928E-2,4.073524475E-2,7.637154104E-2
7.711469887E0,1.957258396E-2,1.361383684E-2,3.594779968E-2,4.313544828E-2
7.721481898E0,9.428558871E-3,-6.070235372E-2,1.341104507E-1,1.475102928E-1
7.731488370E0,-2.440535650E-2,1.241346821E-3,2.011489868E-1,2.026279281E-1
7.741500765E0,-5.835844576E-2,1.065285597E-2,9.341144562E-2,1.106566297E-1
7.751478315E0,-3.982507437E-2,1.377860084E-3,-2.355575562E-3,3.991846419E-2
7.761490017E0,-4.307823256E-3,-1.978814602E-2,-7.143020630E-3,2.147442218E-2
7.771498028E0,-2.651745453E-2,-3.398914635E-2,3.280487061E-1,3.308691448E-1
7.781478347E0,-4.856493324E-2,-1.964327320E-2,2.107334137E-1,2.171473752E-1
7.791486049E0,-3.010200337E-2,-2.907696180E-3,-8.854007721E-2,9.356244212E-2
7.801498906E0,-4.710377008E-2,2.132772096E-2,4.836082458E-3,5.193288486E-2
7.811475301E0,-1.639073342E-2,2.504604869E-3,3.184776306E-1,3.189089688E-1
7.821488235E0,-2.878434770E-2,-1.208862755E-2,2.681999207E-1,2.700108721E-1
7.831495862E0,-8.641070873E-2,-1.701476052E-2,-6.938266754E-2,1.121172030E-1
7.841475872E0,-8.410294354E-2,1.944216155E-2,-1.627550125E-1,1.842294679E-1
7.851484498E0,-4.843069613E-2,1.291545574E-2,1.844062805E-1,1.910968802E-1
7.861497817E0,-1.966233552E-2,-1.818897575E-2,1.676464081E-1,1.697726845E-1
7.871474134E0,-2.980593592E-2,-4.971664771E-2,6.469726562E-2,8.686699635E-2
7.881486376E0,-9.923517704E-2,2.472012118E-2,-2.867698669E-2,1.062124019E-1
7.891492848E0,-1.134024188E-1,1.328447368E-2,-1.172628403E-1,1.636678329E-1
7.901474167E0,-2.227977104E-2,-2.713280730E-2,6.709098816E-2,7.572171500E-2
7.911481870E0,-3.890546411E-2,-2.472208813E-2,2.466564178E-1,2.509266930E-1
7.921492572E0,-8.169382811E-2,4.444328696E-2,1.484928131E-1,1.752118799E-1
7.931472276E0,-5.771058798E-2,4.457668215E-2,-4.304313660E-2,8.467764855E-2
7.941482517E0,-3.353150189E-2,4.389796406E-3,-1.986665726E-1,2.015242888E-1
7.951490220E0,-2.171664312E-2,2.368408255E-3,2.131376266E-1,2.142542178E-1
7.961471692E0,-4.815439507E-2,2.178420313E-3,2.418670654E-1,2.466237390E-1
7.971480626E0,-6.026402116E-2,1.622649282E-2,-1.388101578E-1,1.521949776E-1
7.981492713E0,-6.020282209E-2,2.642231062E-2,-1.670646667E-2,6.783527338E-2
7.991470186E0,-6.966282427E-2,3.175210953E-2,1.030054092E-1,1.283402504E-1
8.001479734E0,-3.151344880E-2,-3.066228889E-2,2.203207016E-1,2.246652732E-1
8.011488668E0,-3.161739185E-2,-2.631536499E-2,1.101875305E-1,1.176156868E-1
8.021501295E0,-7.940465212E-2,1.214674301E-2,-6.219577789E-2,1.015921106E-1
8.031478843E0,-6.024426594E-2,1.751795784E-2,-9.331893921E-2,1.124485431E-1
8.041488470E0,1.119369827E-2,-1.811386272E-2,3.118133545E-2,3.775826511E-2
8.051497404E0,-8.348148316E-3,-6.839683652E-2,2.370843887E-1,2.468943624E-1
8.061478337E0,-6.848978996E-2,2.039385960E-2,1.054039001E-1,1.273449764E-1
8.071485348E0,-4.488373175E-2,2.761453763E-2,-2.082357407E-1,2.148004557E-1
8.081499204E0,-6.990170106E-3,-3.915829957E-2,6.949424744E-2,8.007300000E-2
8.091474677E0,-3.125499934E-2,-1.057263650E-2,3.687696457E-1,3.702427679E-1
8.101486918E0,-5.800266936E-2,-1.815536991E-3,4.118652344E-1,4.159333806E-1
8.111495544E0,-7.011757791E-2,-6.735318340E-3,1.149845123E-1,1.348453830E-1
8.121477170E0,-4.141508043E-2,-1.829054952E-2,-1.435880661E-1,1.505565868E-1
8.131484566E0,-3.690097108E-2,-8.051246405E-3,2.251205444E-1,2.282668696E-1
8.141495884E0,-3.232846782E-2,-1.014779694E-2,2.490634918E-1,2.513577740E-1
8.151472587E0,-3.029397316E-2,-2.941146493E-3,1.102008820E-1,1.143267665E-1
8.161484290E0,-7.853955030E-2,3.323356807E-2,2.640628815E-2,8.927610578E-2
8.171492223E0,-5.220334232E-2,3.113214299E-2,-4.302501678E-2,7.446845873E-2
8.181473465E0,4.829730839E-3,2.296398394E-3,1.580886841E-1,1.581791130E-1
8.191481475E0,-6.719658524E-2,1.149107981E-2,9.583950043E-2,1.176122265E-1
8.201495025E0,-9.126327932E-2,2.582620643E-2,-1.100616455E-1,1.452912417E-1
8.211470420E0,-6.497513503E-2,5.512197316E-2,-2.147483826E-2,8.787131941E-2
8.221481584E0,-3.137379140E-2,2.341494896E-3,-3.105258942E-2,4.420475873E-2
8.231491057E0,-3.880076483E-2,-3.874981403E-2,6.711006165E-2,8.666491685E-2
8.241500068E0,-9.848999977E-2,1.843242720E-2,7.668590546E-2,1.261775040E-1
8.251478539E0,-1.338927597E-1,2.816502005E-2,-1.459760666E-1,2.000738650E-1
8.261491089E0,-3.775130585E-2,-1.702676341E-2,4.077053070E-2,5.811461038E-2
8.271499714E0,-4.465606436E-2,-2.896319702E-2,2.299118042E-1,2.359925181E-1
8.281479110E0,-9.683491290E-2,2.310723998E-2,1.844196320E-1,2.095746777E-1
8.291487198E0,-7.003885508E-2,4.440329969E-2,-7.415676117E-2,1.112489077E-1
8.301499131E0,-4.581323639E-2,3.798231483E-3,-1.603488922E-1,1.668084123E-1
8.311476450E0,-3.375642374E-2,-1.015496254E-2,2.059650421E-1,2.089598478E-1
8.321487768E0,-2.409564704E-2,-1.478694752E-2,1.532917023E-1,1.558768745E-1
8.331495855E0,-1.486908458E-2,-2.720228024E-2,1.485042572E-1,1.517055310E-1
8.341477097E0,-6.272353232E-2,1.567381248E-2,-7.415676117E-2,9.838259567E-2
8.351485647E0,-6.746591628E-2,1.842840388E-2,-1.364059448E-1,1.532900444E-1
8.361497118E0,-1.018802263E-2,2.295414917E-3,1.269588470E-1,1.273876508E-1
8.371473975E0,6.099365652E-3,-1.219053008E-2,2.562465668E-1,2.566088741E-1
8.381486601E0,-6.588187814E-2,-3.139626235E-3,1.221704483E-1,1.388376662E-1
8.391494612E0,-6.369901448E-2,1.374185272E-2,-1.669216156E-2,6.726835229E-2
8.401475238E0,-9.043391794E-3,-1.462347992E-2,-7.415199280E-2,7.611929542E-2
8.411482941E0,-1.670377515E-2,-4.058339447E-2,3.496246338E-1,3.523682911E-1
8.421494105E0,-6.006554142E-2,-9.802171960E-3,3.999032974E-1,4.045078480E-1
8.431472578E0,-2.711142972E-2,-7.749028504E-3,1.030244827E-1,1.068134875E-1
8.441483896E0,-1.580616459E-2,-2.409651503E-2,7.259368896E-3,2.971826564E-2
8.451490676E0,-6.632871926E-2,1.957257278E-2,5.275058746E-2,8.697821038E-2
8.461472917E0,-4.294700548E-2,1.957816072E-2,3.496332169E-1,3.528046712E-1
8.471480235E0,-3.842009231E-2,4.949869588E-3,2.490777969E-1,2.520721199E-1
8.481492246E0,-7.920697331E-2,7.223451510E-3,-1.746959686E-1,1.919494838E-1
8.491500256E0,-4.615117610E-2,4.837056249E-2,-7.653045654E-2,1.016196494E-1
8.501481883E0,-3.665992990E-2,2.961659618E-2,5.754470825E-2,7.438068753E-2
8.511489894E0,-2.019315027E-2,-8.961685002E-3,1.126127243E-1,1.147593168E-1
8.521500596E0,-9.463775903E-2,3.150106221E-2,-3.343391418E-2,1.051971909E-1
8.531477530E0,-6.108969450E-2,3.619837761E-2,-1.052598953E-1,1.269721185E-1
8.541489311E0,-4.194806889E-2,1.456939988E-2,9.661674500E-3,4.544508610E-2
8.551498551E0,-7.540842891E-2,1.182881277E-2,7.430553436E-2,1.065254167E-1
8.561479101E0,-1.038573608E-1,3.045584634E-2,1.173982620E-1,1.596754893E-1
8.571486265E0,-8.189069480E-2,5.161380023E-2,8.010864258E-5,9.679915643E-2
8.581497891E0,-5.977476388E-2,1.572411507E-2,-2.417364120E-1,2.495130520E-1
8.591475518E0,-1.656741276E-2,1.138283219E-2,1.173944473E-1,1.191029147E-1
8.601487143E0,-5.234411359E-2,2.061422914E-2,3.472366333E-1,3.517643134E-1
8.611494616E0,-8.078332245E-2,-6.309726276E-3,1.006317139E-1,1.291994569E-1
8.621475473E0,-6.381758302E-2,-2.104245499E-2,-1.818857193E-1,1.939017372E-1
8.631484714E0,-5.173809826E-2,-6.327040493E-3,2.880477905E-2,5.955314895E-2
8.641496725E0,-4.678761587E-2,2.235070430E-2,3.208961487E-1,3.250584151E-1
8.651474273E0,-3.959307820E-2,1.703689434E-2,1.676664352E-1,1.731181710E-1
8.661484746E0,-4.677673057E-2,-3.116143867E-2,-9.090709686E-2,1.068793621E-1
8.671492141E0,-7.081684470E-2,2.267444506E-4,-9.569454193E-2,1.190484030E-1
8.681474382E0,-1.842333935E-2,-1.606833190E-2,4.077625275E-2,4.754275456E-2
8.691482316E0,5.295448005E-3,-3.765283898E-2,2.658319473E-1,2.685375249E-1
8.701493481E0,-4.746593535E-2,-2.598626539E-2,1.796407700E-1,1.876142512E-1
8.711470722E0,-6.214719266E-2,9.853504598E-3,-6.935596466E-2,9.364622225E-2
8.721483887E0,-6.701491773E-2,-3.862959333E-3,-1.124496460E-1,1.309612330E-1
8.731490436E0,-3.135352582E-2,-2.519443631E-2,3.838539124E-2,5.559893401E-2
8.741501754E0,-3.866753727E-2,-1.341783255E-2,4.406118393E-1,4.425087678E-1
8.751480226E0,-6.507220864E-2,-6.224085577E-3,3.017482758E-1,3.087477182E-1
8.761490698E0,-2.947177365E-2,-1.063443162E-2,-1.124467850E-1,1.167302704E-1
8.771500863E0,-2.726647444E-2,-1.499404758E-2,8.627414703E-2,9.171428753E-2
8.781480258E0,-2.271431684E-2,-3.884658217E-4,2.945709229E-1,2.954456290E-1
8.791489192E0,-3.739388287E-2,-2.218445763E-2,1.437358856E-1,1.501680973E-1
8.801500356E0,-9.018553421E-3,-1.483593509E-2,-1.052579880E-1,1.066802855E-1
8.811477829E0,-6.927014887E-2,1.698401012E-2,-1.004676819E-1,1.232094364E-1
8.821488378E0,-6.005128473E-2,4.121349007E-2,1.413497925E-1,1.590109191E-1
8.831498158E0,-5.555433780E-2,-1.176577806E-2,8.628273010E-2,1.032929208E-1
8.841478552E0,-9.151449800E-2,-9.651793167E-3,-8.609962463E-2,1.260206563E-1
8.851485948E0,-8.185476065E-2,3.395023197E-2,-9.567642212E-2,1.304101140E-1
8.861497267E0,-6.028816104E-2,2.258979529E-2,-1.555309296E-1,1.683295318E-1
8.871475738E0,-1.042537577E-2,-3.774825484E-3,2.164268494E-2,2.431755701E-2
8.881486826E0,-6.778726727E-2,7.743688300E-3,2.323312759E-1,2.421423137E-1
8.891493991E0,-9.865857661E-2,1.215672400E-2,1.126194000E-1,1.502146129E-1
8.901474617E0,-5.072773993E-2,5.233528093E-3,-1.555318832E-1,1.636791377E-1
8.911483781E0,-5.284499004E-2,3.001566045E-3,4.879951477E-3,5.315464512E-2
8.921494254E0,-6.936955452E-2,2.662304044E-2,3.400659561E-1,3.480887471E-1
8.931471879E0,-4.769226909E-2,2.611912787E-2,2.945747375E-1,2.995513935E-1
8.941483890E0,-6.896358728E-2,1.901018433E-3,-1.339883804E-1,1.507065902E-1
8.951491208E0,-5.913736671E-2,2.832956426E-2,-1.076536179E-1,1.260519488E-1
8.961472758E0,-6.830157340E-2,7.137164474E-3,1.844387054E-1,1.968087399E-1
8.971480846E0,-3.231675550E-2,-1.494754106E-2,2.347154617E-1,2.374008207E-1
8.981493086E0,-1.553218625E-2,-1.551764179E-2,1.389455795E-1,1.406695421E-1
8.991470020E0,-7.035987079E-2,-3.323322162E-3,4.870414734E-3,7.060649282E-2
9.001482724E0,-6.540456414E-2,3.044357523E-2,-4.706382751E-3,7.229604638E-2
9.011489811E0,-4.619020224E-2,2.316080779E-2,1.923465729E-2,5.513555877E-2
9.021501745E0,-4.611125588E-2,-5.886616185E-3,1.557044983E-1,1.624955106E-1
9.031478986E0,-8.430363983E-2,1.095428597E-2,1.628856659E-1,1.837357892E-1
